Term ID,proposed term's name,PubChem AID,existing BAO class for proposed (super) class,BAO parent ID,proposed super class for proposed term (optional),definition,hyperlinks,Class Type,Date from CDD
http://www.bioassayontology.org/bao#BAO_0000690,ADP Glo Kinase Assay,,,http://www.bioassayontology.org/bao#BAO_0140017,Luciferase-based ('Glo') Assay System (Promega),,,subclass,
http://www.bioassayontology.org/bao#BAO_0000688,BacTiter-Glo Microbial Cell Viability Assay,,,http://www.bioassayontology.org/bao#BAO_0140017,Luciferase-based ('Glo') Assay System (Promega),,,subclass,
http://www.bioassayontology.org/bao#BAO_0000687,Beta-Glo Assay System,,,http://www.bioassayontology.org/bao#BAO_0140017,Luciferase-based ('Glo') Assay System (Promega),,,subclass,
http://www.bioassayontology.org/bao#BAO_0000685,Bright-Glo Luciferase Assay System,,,http://www.bioassayontology.org/bao#BAO_0140017,Luciferase-based ('Glo') Assay System (Promega),,,subclass,
http://www.bioassayontology.org/bao#BAO_0000683,Caspase Glo 3/7 Assay,,,http://www.bioassayontology.org/bao#BAO_0140017,Luciferase-based ('Glo') Assay System (Promega),,,subclass,
http://www.bioassayontology.org/bao#BAO_0000682,CellTiter-Glo Luminescent Cell Viability Assay,,,http://www.bioassayontology.org/bao#BAO_0140017,Luciferase-based ('Glo') Assay System (Promega),,,subclass,
http://www.bioassayontology.org/bao#BAO_0000681,Chroma-Glo Luciferase Assay System,,,http://www.bioassayontology.org/bao#BAO_0140017,Luciferase-based ('Glo') Assay System (Promega),,,subclass,
http://www.bioassayontology.org/bao#BAO_0000680,Dual-Luciferase Reporter Assay System,,,http://www.bioassayontology.org/bao#BAO_0140017,Luciferase-based ('Glo') Assay System (Promega),,,subclass,
http://www.bioassayontology.org/bao#BAO_0000679,Kinase-Glo Luminescent Kinase Assay,,,http://www.bioassayontology.org/bao#BAO_0140017,Luciferase-based ('Glo') Assay System (Promega),,,subclass,
http://www.bioassayontology.org/bao#BAO_0000678,Kinase-Glo Plus Luminescent Kinase Assay,,,http://www.bioassayontology.org/bao#BAO_0140017,Luciferase-based ('Glo') Assay System (Promega),,,subclass,
http://www.bioassayontology.org/bao#BAO_0000675,ONE-Glo Luciferase Assay System,,,http://www.bioassayontology.org/bao#BAO_0140017,Luciferase-based ('Glo') Assay System (Promega),,,subclass,
http://www.bioassayontology.org/bao#BAO_0000674,P450-Glo CYP1A2 Screening System,,,http://www.bioassayontology.org/bao#BAO_0140017,Luciferase-based ('Glo') Assay System (Promega),,,subclass,
http://www.bioassayontology.org/bao#BAO_0000670,P450-Glo CYP2C19 Screening System,,,http://www.bioassayontology.org/bao#BAO_0140017,Luciferase-based ('Glo') Assay System (Promega),,,subclass,
http://www.bioassayontology.org/bao#BAO_0000333,P450-Glo CYP2C9 Screening System,,,http://www.bioassayontology.org/bao#BAO_0140017,Luciferase-based ('Glo') Assay System (Promega),,,subclass,
http://www.bioassayontology.org/bao#BAO_0000311,P450-Glo CYP2D6 Screening System,,,http://www.bioassayontology.org/bao#BAO_0140017,Luciferase-based ('Glo') Assay System (Promega),,,subclass,
http://www.bioassayontology.org/bao#BAO_0000310,P450-Glo CYP3A4 Screening System,,,http://www.bioassayontology.org/bao#BAO_0140017,Luciferase-based ('Glo') Assay System (Promega),,,subclass,
http://www.bioassayontology.org/bao#BAO_0000299,Proteasome-Glo Chymotrypsin-Like Assay,,,http://www.bioassayontology.org/bao#BAO_0140017,Luciferase-based ('Glo') Assay System (Promega),,,subclass,
http://www.bioassayontology.org/bao#BAO_0000298,Steady-Glo Luciferase Assay System,,,http://www.bioassayontology.org/bao#BAO_0140017,Luciferase-based ('Glo') Assay System (Promega),,,subclass,
http://www.bioassayontology.org/bao#BAO_0140018,WST-1 assay (Roche),602337,assay kit,http://www.bioassayontology.org/bao#BAO_0000248,,"A colorimatric assay for cell viability/ proliferation based on the stable tetrazolium salt WST-1, which is cleaved to a soluble formazan by a complex cellular mechanism that occurs primarily at the cell surface. This bioreduction is largely dependent on the glycolytic production of NAD(P)H in viable cells.",,subclass,6/30/16
http://www.bioassayontology.org/bao#BAO_0140019,Reverse Transcription Kit (Applied Biosystems or ABI),540282,assay kit,http://www.bioassayontology.org/bao#BAO_0000248,,,,subclass,7/22/16
http://www.bioassayontology.org/bao#BAO_0140020,Alpha Screen Assay Kit (PerkinElmer),2444,assay kit,http://www.bioassayontology.org/bao#BAO_0000248,,"A homogeneous bead-based proximity assay (alpha = 'amplified luminescent proximity homogeneous assay'). Binding of molecules captured on donor and acceptor beads leads to an energy transfer from one bead to the other, ultimately producing a luminescent/fluorescent signal.  Ligands on the bead allow for detection of many different types of molecules.",,subclass,7/6/16
http://www.bioassayontology.org/bao#BAO_0140021,HTRF KinEASE assay kit (Cisbio),1726,assay kit,http://www.bioassayontology.org/bao#BAO_0000248,,A homogeneous functional FRET-based assay used to assess both Ser/Thr and Tyr kinase activity,,subclass,7/6/16
http://www.bioassayontology.org/bao#BAO_0140022,Human Cytochrome c ELISA (R&D Systems),504407,assay kit,http://www.bioassayontology.org/bao#BAO_0000248,,A solid phase sandwich ELISA to meaasure human cytochrome c in cell lysates,,subclass,7/3/16
http://www.bioassayontology.org/bao#BAO_0140023,OptEIA human IL-2 ELISA (BD Biosciences),1271,assay kit,http://www.bioassayontology.org/bao#BAO_0000248,,,,subclass,7/14/16
http://www.bioassayontology.org/bao#BAO_0140024,TRANSCREENER ADP2 FP Kinase Assay (BellBrook Labs),1795,assay kit,http://www.bioassayontology.org/bao#BAO_0000248,,A fluorescence polarization (FP) assay that uses an antibody against ADP and a tracer to measure the progress of any enzyme that produces ADP,,subclass,7/6/16
http://www.bioassayontology.org/bao#BAO_0140025,"Polar Screen PPARg Competitor Assay, Green (Invitrogen)",504453,assay kit,http://www.bioassayontology.org/bao#BAO_0000248,,A fluorescence polarization (FP) assay.,,subclass,7/22/16
http://www.bioassayontology.org/bao#BAO_0140026,QUANTI-Blue (InvivoGen),1369,assay kit,http://www.bioassayontology.org/bao#BAO_0000248,,QUANTI-Blue is a colorimetric enzyme assay to measure alkaline phosphatase activity.,http://www.invivogen.com/quanti-blue,subclass,7/14/16
http://www.bioassayontology.org/bao#BAO_0140027,ToxiLight BioAssay Kit (Lonza),651654,assay kit,http://www.bioassayontology.org/bao#BAO_0000248,,"The ToxiLighté BioAssay Kit is a bioluminescent cytolysis assay kit that measures release of the enzyme, adenylate kinase (AK), from damaged cells.",,subclass,7/9/16
http://www.bioassayontology.org/bao#BAO_0140028,TransAM Kit for NF-kB Family (Active Motif) ,1295,assay kit,http://www.bioassayontology.org/bao#BAO_0000248,,TransAM Kits are DNA-binding ELISAs that facilitate the study of transcription factor activation in mammalian tissue and cell extracts.,https://www.activemotif.com/catalog/634/transam-nf%CE%BAb,subclass,7/14/16
http://www.bioassayontology.org/bao#BAO_0140029,TRANSCREENER AMP2/GMP2 FP Assay (BellBrook Labs),651607,assay kit,http://www.bioassayontology.org/bao#BAO_0000248,,A fluorescence polarization (FP) assay that uses an antibody against AMP or GMP and a tracer to measure the progress of any enzyme that produces AMP or GMP,,subclass,7/6/16
